LICENSENO,Registration_Type,ISSDTTM,NAMEFIRST,NAMELAST,Reporting_Statement
CCL403423,Lobbyist Registration,2019-07-16 13:25:11,,Whitney Taylor,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1KEfz4zewoSVNlThedT8iZoqyNThc5uDd/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1KEfz4zewoSVNlThedT8iZoqyNThc5uDd/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1mu4caB2iA-ErRPkBs_-cWw6hujux9DLG/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1mu4caB2iA-ErRPkBs_-cWw6hujux9DLG/view?usp=sharing</A></P>"
CCL392046,Lobbyist Registration,2019-04-18 14:10:54,Sean,Morrissey,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1E-FjzZcGrqYVGDx4oRa2YjTz7J8EutU2/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1E-FjzZcGrqYVGDx4oRa2YjTz7J8EutU2/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TNqnZ8p1du8XoTsoqrdTWdf_94O6km_k/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TNqnZ8p1du8XoTsoqrdTWdf_94O6km_k/view?usp=sharing</A></P>"
CCL407567,Lobbyist Registration,2019-08-21 11:29:18,,John Hite,"<A href=""https://drive.google.com/a/boston.gov/file/d/1PRBUGKvq2sqbXZ6PLcfEVxzp4mlTqJIU/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1PRBUGKvq2sqbXZ6PLcfEVxzp4mlTqJIU/view?usp=sharing</A>"
CCL392732,Entity Registration,2019-04-25 11:55:34,,"WILLIAM COYNE, JR., ESQ. PC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/14dukY7U-_dmZKb64VBsSo2RV1yzuMhkR/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/14dukY7U-_dmZKb64VBsSo2RV1yzuMhkR/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1g-bv8V7cO9-wLK85kT1-x1r16OJg4PCX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1g-bv8V7cO9-wLK85kT1-x1r16OJg4PCX/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1QSJwaaT1WGkcKxT_QZS4F2PJ-dJ0ExtN/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1QSJwaaT1WGkcKxT_QZS4F2PJ-dJ0ExtN/view?usp=sharing</A></P>"
CCL392307,Lobbyist Registration,2019-04-22 17:52:36,Roger,Donoghue,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1u6lJZ5pUR0wXr6yc_FqmWsTP7It-1QvF/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1u6lJZ5pUR0wXr6yc_FqmWsTP7It-1QvF/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1uaAYuq3xJoeMPhXt8loWbNA6TRGVETPS/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1uaAYuq3xJoeMPhXt8loWbNA6TRGVETPS/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL398371,Lobbyist Registration,2019-06-13 12:07:11,Mark ,Callahan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wFmpQLIdnkOMuQ6gniLPljN1cHYj492C/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wFmpQLIdnkOMuQ6gniLPljN1cHYj492C/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/11ydlWDAYYjfZmuw5gg6zATg3mBKbN0sf/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11ydlWDAYYjfZmuw5gg6zATg3mBKbN0sf/view?usp=sharing</A></P>"
CCL396723,Lobbyist Registration,2019-05-31 12:10:14,Robert,Caridad,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1YQkVZ4AvzBudT3JaNmAc7yZ3pNc87Lzt/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1YQkVZ4AvzBudT3JaNmAc7yZ3pNc87Lzt/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ewQEkfsZvpoPK2L8UQEklpDOyDG-EAdP/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ewQEkfsZvpoPK2L8UQEklpDOyDG-EAdP/view?usp=sharing</A></P>"
CCL406038,Entity Registration,2019-08-08 12:54:43,,TEGSCO (dba AutoReturn),
CCL393325,Lobbyist Registration,2019-05-01 17:38:41,Daniel,Samson,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1kyNeQkYSrmhx0pBDh7hczmYdARIdu37M/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1kyNeQkYSrmhx0pBDh7hczmYdARIdu37M/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VD8_x2w0E8jMJnpeyGjssuJAJliZK1tp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VD8_x2w0E8jMJnpeyGjssuJAJliZK1tp/view?usp=sharing</A></P>"
CCL391977,Lobbyist Registration,2019-04-17 14:41:54,Fred,Zeytoonjian,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1CQkwm1FFwIY4aZHT0GJu5c38w_I7ZEo4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1CQkwm1FFwIY4aZHT0GJu5c38w_I7ZEo4/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1YmOmEppNjwiOQOtsk4aolEORyRG0h_NO/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1YmOmEppNjwiOQOtsk4aolEORyRG0h_NO/view?usp=sharing</A></P>"
CCL393648,Lobbyist Registration,2019-05-06 17:54:02,Robert,Pattison,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1h2wXeRn1bbm7MNkYoNCTeH_1G6lbcMRL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1h2wXeRn1bbm7MNkYoNCTeH_1G6lbcMRL/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dzE2PI2owXh1Np2WoQucQo0EflwLkwuG/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dzE2PI2owXh1Np2WoQucQo0EflwLkwuG/view?usp=sharing</A></P>"
CCL392608,Entity Registration,2019-04-24 16:33:40,,Joyce Strategies ,"<A href=""https://drive.google.com/a/boston.gov/file/d/1vS6pIBE8NeIIMlG-rUIR6cwnU7mBz3BA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vS6pIBE8NeIIMlG-rUIR6cwnU7mBz3BA/view?usp=sharing</A>"
CCL393474,Client Registration,2019-05-03 16:23:46,,Animal Rescue League of Boston,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1MAUr9ZQUJjA1i_wq3CZV1TJ7v9PkjiDo/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1MAUr9ZQUJjA1i_wq3CZV1TJ7v9PkjiDo/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1CcLBCR0QJKPAubFChxUWpnmRs_f2IYfA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1CcLBCR0QJKPAubFChxUWpnmRs_f2IYfA/view?usp=sharing</A></P>"
CCL392753,Lobbyist Registration,2019-04-25 13:00:03,,"WILLIAM COYNE, JR., ESQ. PC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1WX_ZidK5z1PDBZPuxk6tJgkZRYH3XN9P/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1WX_ZidK5z1PDBZPuxk6tJgkZRYH3XN9P/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1-b-ra1qH5ZTtwQaZGOksA7Idcu-fnki3/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-b-ra1qH5ZTtwQaZGOksA7Idcu-fnki3/view?usp=sharing</A></P>"
CCL393311,Entity Registration,2019-05-01 16:32:35,,"CK Strategies, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1_BXbgJNey4aC85VBRDUVfbiWuCxABPUk/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1_BXbgJNey4aC85VBRDUVfbiWuCxABPUk/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TduRtlglPauQtRQYy3Q31e40cj2FT8YL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TduRtlglPauQtRQYy3Q31e40cj2FT8YL/view?usp=sharing</A></P>"
CCL392388,Lobbyist Registration,2019-04-23 09:58:28,Molly ,Baldwin,"<A href=""https://drive.google.com/a/boston.gov/file/d/16KH4XvNGXOp-ima9m5_x1X836KWZWrZU/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/16KH4XvNGXOp-ima9m5_x1X836KWZWrZU/view?usp=sharing</A>"
CCL391974,Lobbyist Registration,2019-04-17 14:35:17,Steve,Johnson,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1lxva1Hrnd7vsytOE8FgfdwEf_71PBTn6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lxva1Hrnd7vsytOE8FgfdwEf_71PBTn6/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1tXsBIBgAnP9WyYTy92hEUBD2KaZKh54u/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1tXsBIBgAnP9WyYTy92hEUBD2KaZKh54u/view?usp=sharing</A></P>"
CCL395867,Entity Registration,2019-05-20 14:14:28,,Waterville Consulting,
CCL393217,Lobbyist Registration,2019-04-30 14:13:35,Jeffrey,Drago,
CCL403914,Lobbyist Registration,2019-07-22 17:45:21,,Joe Gugliotta,"<A href=""https://drive.google.com/a/boston.gov/file/d/1T2EZdZHsoNu9AFXDaBjbzk95_dCwP9Ds/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1T2EZdZHsoNu9AFXDaBjbzk95_dCwP9Ds/view?usp=sharing</A>"
CCL392153,Lobbyist Registration,2019-04-19 14:14:02,,AARON AGULNEK,
CCL392515,Lobbyist Registration,2019-04-24 10:20:37,Coleman,Lynds,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1d2lFyvIBfJM0fYA_xyhEoM01OWGVBNdp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1d2lFyvIBfJM0fYA_xyhEoM01OWGVBNdp/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL411552,Lobbyist Registration,2019-10-04 17:32:39,,DDC Public Affairs,
CCL393295,Lobbyist Registration,2019-05-07 14:02:06,Elizabeth,Henry,"<A href=""https://drive.google.com/a/boston.gov/file/d/1Zjiq1RpOX7rMGZtXiuuks8K8724h-SX1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Zjiq1RpOX7rMGZtXiuuks8K8724h-SX1/view?usp=sharing</A>"
CCL391876,Lobbyist Registration,2019-04-16 16:40:08,Pierce,Haley,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VtBzPdmvhM2vhig_lD3rx_Xh6AHV5AN6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VtBzPdmvhM2vhig_lD3rx_Xh6AHV5AN6/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1WtteHcODdtwyj9g5exOeFQNuaVZmJzV9/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1WtteHcODdtwyj9g5exOeFQNuaVZmJzV9/view?usp=sharing</A></P>"
CCL393519,Entity Registration,2019-05-03 12:18:24,,NAIOP MA NAIOP MA,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/17DsPdhajpHoNec-B8vy52td1xw4Tirgw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/17DsPdhajpHoNec-B8vy52td1xw4Tirgw/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1m5ZCAcO3HM99XxH43X4yrxzCN3axx0Uv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1m5ZCAcO3HM99XxH43X4yrxzCN3axx0Uv/view?usp=sharing</A></P>"
CCL392604,Lobbyist Registration,2019-04-24 16:21:17,,Joyce Strategies ,"<A href=""https://drive.google.com/a/boston.gov/file/d/1AM5p6dV_IZnB9kyMA6nEowT415Aj_uFS/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1AM5p6dV_IZnB9kyMA6nEowT415Aj_uFS/view?usp=sharing</A>"
CCL398593,Lobbyist Registration,2019-06-13 11:52:42,Jacob,Citrin,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/16n_yfo38gjm0KEDKg1YycBJzI6gi59Ux/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/16n_yfo38gjm0KEDKg1YycBJzI6gi59Ux/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/14wRFfTCpLEUWEI1oFuUx9gP4WrzokxRR/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/14wRFfTCpLEUWEI1oFuUx9gP4WrzokxRR/view?usp=sharing</A></P>"
CCL393566,Lobbyist Registration,2019-05-05 18:19:53,,Brian Moloney,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/17zwMPMl6byk2nW2nI58cUy6Q9964MGkG/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/17zwMPMl6byk2nW2nI58cUy6Q9964MGkG/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1G1r7JKV7-vWZCAk6Hwb-1mMEtQV_aeyV/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1G1r7JKV7-vWZCAk6Hwb-1mMEtQV_aeyV/view?usp=sharing</A></P>"
CCL391991,Entity Registration,2019-04-17 19:14:30,UNITE,HERE Local 26,
CCL392302,Client Registration,2019-04-22 16:06:37,Doug,Medvetz,
CCL402240,Client Registration,2019-07-09 18:50:45,,"MM Enterprises USA, LLC","<A href=""https://drive.google.com/a/boston.gov/file/d/1xrlXLFpgp0us6cpwhlVxNsBCfFdnvdGv/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xrlXLFpgp0us6cpwhlVxNsBCfFdnvdGv/view?usp=sharing</A>"
CCL399257,Lobbyist Registration,2019-06-20 11:53:34,John,Linehan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1KOUEPiWWGk-ULRPpXBwuz9vDCEcZTO8j/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1KOUEPiWWGk-ULRPpXBwuz9vDCEcZTO8j/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/12eKVim7RcOqUDX1CF1lAURhxxgr0f2Su/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/12eKVim7RcOqUDX1CF1lAURhxxgr0f2Su/view?usp=sharing</A></P>"
CCL403659,Client Registration,2019-07-19 11:58:24,,Old Town Trolley Tours of Boston,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VPxt0XUPE6XlznQJKTK7OWqnPRJlpghf/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VPxt0XUPE6XlznQJKTK7OWqnPRJlpghf/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/18vsvREWL40GXpXK69n1bSQtug09QV6Zw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/18vsvREWL40GXpXK69n1bSQtug09QV6Zw/view?usp=sharing</A></P>"
CCL399314,Lobbyist Registration,2019-06-20 15:13:31,Matthew,Kiefer,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1yfClwdRascRnibGPx7ZBdFllxruNbYn7/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1yfClwdRascRnibGPx7ZBdFllxruNbYn7/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1edMWO1VSQ1RUvuSXwQm7e-7qsaN4NiW5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1edMWO1VSQ1RUvuSXwQm7e-7qsaN4NiW5/view?usp=sharing</A></P>"
CCL396779,Lobbyist Registration,2019-05-31 15:52:44,Donald,"Chiofaro, Jr.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TfTQeVSOpVLJTpjC2gpoNnLsf5NdgNJM/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TfTQeVSOpVLJTpjC2gpoNnLsf5NdgNJM/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/16lSXI27dKfao5UGkDhkApnLTnRexPzdL/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/16lSXI27dKfao5UGkDhkApnLTnRexPzdL/view?usp=sharing</A></P>"
CCL394085,Lobbyist Registration,2019-05-10 09:47:23,,Joseph Rull,
CCL398367,Client Registration,2019-06-11 16:23:36,Jason,Berman,"<A href=""https://drive.google.com/a/boston.gov/file/d/1gr8jRCBd9pfJ9sMqZYwlCFK28LyoSMtI/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1gr8jRCBd9pfJ9sMqZYwlCFK28LyoSMtI/view?usp=sharing</A>"
CCL415698,Lobbyist Registration,2019-11-18 17:31:26,,Schroder Investment Management North America ,
CCL401184,Lobbyist Registration,2019-07-01 17:04:50,Danielle,Fleury,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TkeTAv5GveB5Eeix_v7JqsYafTFs3R8u/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TkeTAv5GveB5Eeix_v7JqsYafTFs3R8u/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/18s0t6tOTF4MAybN96eoqagFVRy-ZcE2h/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/18s0t6tOTF4MAybN96eoqagFVRy-ZcE2h/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dw6xoN6iGMpnUSr38rREPwM9Qb_XyaBQ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dw6xoN6iGMpnUSr38rREPwM9Qb_XyaBQ/view?usp=sharing</A></P>"
CCL403496,Client Registration,2019-07-17 12:02:09,,East Boston Bloom LLC,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1kzEEu3QYdX7eVzrn7VrAyDgp24-Icvb-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1kzEEu3QYdX7eVzrn7VrAyDgp24-Icvb-/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1LD0GjIhuLSOJcLRJVoaBJXHVQRL4oXvC/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1LD0GjIhuLSOJcLRJVoaBJXHVQRL4oXvC/view?usp=sharing</A></P>"
CCL391891,Lobbyist Registration,2019-04-17 10:11:47,Stephanie,Lee,"<A href=""https://drive.google.com/a/boston.gov/file/d/1gBAOCJBhndfb471xiHh5kVvomtO5uDfc/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1gBAOCJBhndfb471xiHh5kVvomtO5uDfc/view?usp=sharing</A>"
CCL403429,Client Registration,2019-07-16 13:43:54,Bruce,Zaniol,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1GJmQJ2i53s_7p1d2KUMMIurbYdbNhmYd/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1GJmQJ2i53s_7p1d2KUMMIurbYdbNhmYd/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/158-B70kDs_b_SndfSOd1-6vzLLm-K7t0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/158-B70kDs_b_SndfSOd1-6vzLLm-K7t0/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL404585,Client Registration,2019-07-31 13:31:00,,"City Point Capital, LLC",
CCL393535,Lobbyist Registration,2019-05-03 15:17:12,James,Sutherland,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/123izDdjftPs-qj4V4GSATpr-bdIPQfj4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/123izDdjftPs-qj4V4GSATpr-bdIPQfj4/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1n63k4NeT3LoqdHKqWO4ozQlPWVlAWUNA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1n63k4NeT3LoqdHKqWO4ozQlPWVlAWUNA/view?usp=sharing</A></P>"
CCL392416,Client Registration,2019-11-01 01:01:23,,"Pure Storage, Inc.","<A href=""https://drive.google.com/a/boston.gov/file/d/111MH-ISLJEHaKZuBCl01rGlx8akZUyxY/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/111MH-ISLJEHaKZuBCl01rGlx8akZUyxY/view?usp=sharing</A>"
CCL395638,Lobbyist Registration,2019-05-16 16:38:47,Paul,Donovan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1-XpjsAEFZUP8vU6CW7WceDl3y01mO0V6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-XpjsAEFZUP8vU6CW7WceDl3y01mO0V6/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/11CfNY-urI1__n6oihTTe4ZfodF9fDkVc/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/11CfNY-urI1__n6oihTTe4ZfodF9fDkVc/view?usp=sharing</A></P>"
CCL403444,Lobbyist Registration,2019-07-16 16:13:17,Kade,Crockford,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1BDjh5N6DEAX65mKsRuzG-7Tr1eFIgmZp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1BDjh5N6DEAX65mKsRuzG-7Tr1eFIgmZp/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dHPPwLjfvXe4AntRJC2bV-1ohtY-w-tp/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dHPPwLjfvXe4AntRJC2bV-1ohtY-w-tp/view?usp=sharing</A></P>"
CCL392950,Client Registration,2019-04-26 13:54:50,,"Veolia Energy North America Holdings, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Fk-0Qqoc_9uPCjZMEA-3xOJN27nUEMml/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Fk-0Qqoc_9uPCjZMEA-3xOJN27nUEMml/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1eOKfnvjpWHZdYGDY8mO6L_bH4O-ekct-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1eOKfnvjpWHZdYGDY8mO6L_bH4O-ekct-/view?usp=sharing</A></P>"
CCL404378,Client Registration,2019-07-29 17:40:12,,Tavistock Development Company,"<A href=""https://drive.google.com/a/boston.gov/file/d/1DKLNaNFYRr5lRr9Y1KiwJTKEbZigIkLC/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1DKLNaNFYRr5lRr9Y1KiwJTKEbZigIkLC/view?usp=sharing</A>"
CCL392387,Lobbyist Registration,2019-04-23 09:55:02,Carl,Miranda,"<A href=""https://drive.google.com/a/boston.gov/file/d/1ffXtbeD6EkutalzQP8yXLKOyraCO8l_8/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ffXtbeD6EkutalzQP8yXLKOyraCO8l_8/view?usp=sharing</A>"
CCL399162,Client Registration,2019-06-19 10:51:36,,DSOUZA,
CCL396778,Lobbyist Registration,2019-05-31 15:48:59,Donald,Chiofaro,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1WeG_Cc5bcF3-qPa4wjQpfu9LZvb2XFtQ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1WeG_Cc5bcF3-qPa4wjQpfu9LZvb2XFtQ/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TSQgkzkAIP1ZECOxMUCfBBLN-2g-wTzX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TSQgkzkAIP1ZECOxMUCfBBLN-2g-wTzX/view?usp=sharing</A></P>"
CCL401185,Lobbyist Registration,2019-07-01 17:13:32,Jim,Klocke,"<A href=""https://drive.google.com/a/boston.gov/file/d/1r3QfyzllcoFVXDvn5w-h3DsH04lkfDGh/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1r3QfyzllcoFVXDvn5w-h3DsH04lkfDGh/view?usp=sharing</A>"
CCL392415,Lobbyist Registration,2019-04-23 12:26:49,John,Cohen,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/168y-TIZdy9_JyKdVUz6UfMnDLyjV7Cse/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/168y-TIZdy9_JyKdVUz6UfMnDLyjV7Cse/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1D0UcDLxKtZuZIxVs26D94I9MU1HCiHy5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1D0UcDLxKtZuZIxVs26D94I9MU1HCiHy5/view?usp=sharing</A></P>"
CCL402826,Client Registration,2019-07-12 12:51:10,,"Natural Selections MA, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xvkX_zyLLqrXZt5RHzvAYD2WWYVFHln7/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xvkX_zyLLqrXZt5RHzvAYD2WWYVFHln7/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1A2lSHjkWyCI1dhCG4G_BZ0N994_-0c6j/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1A2lSHjkWyCI1dhCG4G_BZ0N994_-0c6j/view?usp=sharing</A></P>"
CCL402089,Entity Registration,2019-07-08 13:01:55,,Verizon,"<A href=""https://drive.google.com/a/boston.gov/file/d/1JKsmXDsUtxFRONPJeW7BnmpVLvbNAocS/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1JKsmXDsUtxFRONPJeW7BnmpVLvbNAocS/view?usp=sharing</A>"
